100;445
2000;43765
5000;175572
7000;327888
10000;596629
15000;1250265
20000;1428253
40000;4449579
50000;8867545
100000;27342683
100000;15628505
110000;20841079
120000;19796918
130000;20137014
140000;28862216
150000;29310325
160000;32875955
170000;30684179
180000;34914898
190000;44536971
200000;50452516
210000;50943249
220000;63913971
230000;56451819
240000;68839148
250000;52761987
260000;73634073
270000;59857365
280000;94380699
290000;119746730
300000;77476646
310000;84799720
320000;83953410
330000;99792177
340000;101893472
350000;115151189
360000;108204019
370000;127470931
380000;112923180
390000;108234515
400000;132777034
410000;120367121
420000;140521255
430000;134063499
440000;133284684
450000;139100682
460000;181716252
470000;175034928
480000;147575622
490000;167029032
500000;209748286
510000;194637681
520000;232109387
530000;214198392
540000;223478709
550000;182994163
560000;270960645
570000;235429951
580000;275679407
590000;217518192
600000;237810073
610000;203385219
620000;282911834
630000;265081787
640000;293413788
650000;260836090
660000;280074594
670000;242700507
680000;340382160
690000;246819662
700000;290194830
710000;270408265
720000;282663010
730000;394350694
740000;400970703
750000;356271697
760000;426396904
770000;383498138
780000;372205871
790000;465005936
800000;441229621
810000;390930619
820000;298959989
830000;441040936
840000;423371141
850000;393669224
860000;404253342
870000;412650304
880000;421684625
890000;528999922
900000;486331507
910000;547488700
920000;419442406
930000;520583543
940000;593870373
950000;377910748
960000;486028758
970000;463990345
980000;492470136
990000;493604852
