100;322
2000;17280
5000;56857
7000;90412
10000;127646
15000;242802
20000;324148
40000;811452
50000;1071940
100000;2567680
100000;2482398
110000;3037868
120000;2872176
130000;3194791
140000;3656964
150000;4056794
160000;4596152
170000;4764390
180000;5217686
190000;5945296
200000;5745342
210000;6792533
220000;7035396
230000;7136992
240000;7587923
250000;8837984
260000;7876570
270000;9244844
280000;8799239
290000;9162214
300000;9713626
310000;10609825
320000;10304672
330000;11185072
340000;11664947
350000;13474412
360000;11695427
370000;13438480
380000;12985163
390000;14112405
400000;14830345
410000;14211390
420000;14743237
430000;17064111
440000;15973340
450000;16720132
460000;16050281
470000;16210399
480000;19345460
490000;18226983
500000;19310961
510000;18901678
520000;20280850
530000;20414483
540000;21080855
550000;20185443
560000;21776203
570000;22693614
580000;22563698
590000;21977953
600000;25070474
610000;24911846
620000;23924326
630000;23525731
640000;24858788
650000;25887597
660000;27024483
670000;29813896
680000;27772880
690000;28625756
700000;31947755
710000;28508348
720000;30051811
730000;31418164
740000;34229955
750000;34542082
760000;30759008
770000;34025856
780000;33140187
790000;32457920
800000;34435733
810000;35898476
820000;37006042
830000;34959243
840000;35540998
850000;36109009
860000;38393603
870000;40223283
880000;35964618
890000;38880854
900000;38883447
910000;40331879
920000;44892315
930000;39979030
940000;42727646
950000;42795989
960000;42003804
970000;44052624
980000;49221930
990000;44834011
