100;37
2000;1027
5000;2634
7000;3430
10000;4439
15000;6894
20000;9065
40000;18980
50000;26510
100000;61430
100000;58630
110000;69105
120000;77671
130000;82300
140000;91172
150000;102187
160000;108671
170000;116063
180000;118428
190000;135408
200000;142692
210000;152741
220000;159937
230000;164668
240000;165501
250000;185289
260000;191350
270000;197206
280000;218426
290000;223191
300000;219021
310000;224123
320000;228333
330000;246656
340000;258884
350000;264578
360000;296995
370000;281385
380000;295984
390000;287574
400000;328601
410000;320495
420000;330573
430000;330577
440000;342748
450000;388858
460000;356274
470000;365319
480000;386314
490000;394421
500000;403595
510000;426324
520000;423335
530000;444010
540000;436914
550000;446645
560000;481795
570000;486003
580000;486024
590000;516084
600000;512591
610000;507120
620000;530716
630000;547391
640000;542505
650000;590477
660000;546322
670000;586187
680000;602909
690000;641671
700000;591550
710000;669212
720000;662301
730000;634458
740000;727872
750000;719293
760000;678970
770000;670311
780000;669800
790000;679335
800000;769035
810000;700352
820000;732220
830000;761587
840000;772456
850000;825637
860000;828170
870000;834957
880000;827463
890000;867418
900000;809726
910000;821780
920000;829654
930000;849441
940000;898192
950000;871369
960000;886044
970000;879328
980000;888468
990000;990199
