100;29
2000;1699
5000;5436
7000;6682
10000;10141
15000;16356
20000;22662
40000;64009
50000;100891
100000;296977
100000;335369
110000;222869
120000;347778
130000;334379
140000;482375
150000;452138
160000;440236
170000;464807
180000;629172
190000;626493
200000;657623
210000;977252
220000;971430
230000;836938
240000;927785
250000;1088983
260000;1074807
270000;1182534
280000;982447
290000;1180819
300000;1466982
310000;1277152
320000;1397680
330000;1592443
340000;1762521
350000;1558908
360000;1646467
370000;1594150
380000;1753800
390000;2279142
400000;2008634
410000;1867483
420000;2116734
430000;2606308
440000;1862570
450000;2629352
460000;2113683
470000;2407149
480000;2448965
490000;2737044
500000;2672828
510000;2962126
520000;2701549
530000;2807065
540000;2981543
550000;3089464
560000;3080096
570000;3439849
580000;2829192
590000;3296085
600000;3358161
610000;4318283
620000;3520718
630000;4031694
640000;3434039
650000;4437860
660000;3728912
670000;5048862
680000;3785431
690000;4363164
700000;4286202
710000;4509507
720000;5893989
730000;4941991
740000;5757700
750000;6041439
760000;4890022
770000;4418670
780000;4995232
790000;5255810
800000;5962730
810000;5743280
820000;5821482
830000;5406341
840000;4862781
850000;5192364
860000;5500965
870000;5396068
880000;6882019
890000;5998116
900000;6259647
910000;7886453
920000;5295423
930000;6001405
940000;10547754
950000;5635122
960000;6239560
970000;8336667
980000;6053672
990000;6557808
