100;305
2000;18304
5000;62093
7000;94608
10000;139070
15000;259632
20000;330648
40000;933152
50000;1169442
100000;2871225
100000;3181164
110000;3217807
120000;3616735
130000;4227489
140000;4338808
150000;5350003
160000;5012882
170000;5806778
180000;6920974
190000;7347534
200000;6909006
210000;7477485
220000;7709773
230000;8974837
240000;9916893
250000;10060146
260000;9510133
270000;10032184
280000;12035625
290000;11555399
300000;11540856
310000;12447992
320000;12432819
330000;14056353
340000;12509160
350000;16322155
360000;15105675
370000;15471334
380000;16244211
390000;16043662
400000;16627466
410000;16828943
420000;18675159
430000;18405116
440000;20022351
450000;21510736
460000;20272648
470000;22568023
480000;20426001
490000;20814253
500000;23745960
510000;23480546
520000;23858124
530000;24707208
540000;24439050
550000;27863204
560000;28987549
570000;27016297
580000;25937189
590000;28540305
600000;26924786
610000;29190547
620000;29775468
630000;30045604
640000;31028440
650000;31051321
660000;33197224
670000;32846901
680000;35222521
690000;34591295
700000;32588573
710000;34415773
720000;37389708
730000;38028142
740000;34349492
750000;36449662
760000;39338700
770000;38785458
780000;37091364
790000;38981098
800000;41498669
810000;40935740
820000;42606496
830000;43382885
840000;44353057
850000;50901021
860000;43295400
870000;44658575
880000;48064332
890000;45244933
900000;51883339
910000;49638775
920000;47502348
930000;55679051
940000;47959814
950000;49795579
960000;54618767
970000;51159813
980000;53087157
990000;60050540
