3e-06;0
2e-06;3e-06
2e-06;2e-06
3e-06;5e-06
2e-06;6e-06
3e-06;9e-06
3e-06;1.4e-05
3e-06;1.8e-05
2e-06;2.3e-05
2e-06;3e-05
2e-06;3.7e-05
2e-06;4.4e-05
2e-06;4.7e-05
3e-06;4.8e-05
1e-06;6.1e-05
1e-06;7.1e-05
2e-06;8e-05
2e-06;9.1e-05
3e-06;0.000105
2e-06;0.000122
1e-06;8.8e-05
2e-06;9.6e-05
2e-06;0.000104
2e-06;0.000114
3e-06;0.000196
2e-06;0.000192
3e-06;0.000213
3e-06;0.000225
3e-06;0.000256
4e-06;0.000287
3e-06;0.00022
3e-06;0.000226
3e-06;0.000338
3e-06;0.000334
4e-06;0.000382
3e-06;0.000264
4e-06;0.000331
3e-06;0.000432
2e-06;0.000438
3e-06;0.000374
3e-06;0.000399
4e-06;0.000556
4e-06;0.000572
3e-06;0.000428
3e-06;0.000591
1.1e-05;0.000746
7e-06;0.000647
3e-06;0.000669
3e-06;0.000732
4e-06;0.000637
3e-06;0.000777
3e-06;0.000626
2e-06;0.000545
2e-06;0.00057
3e-06;0.000592
3e-06;0.000796
3e-06;0.000971
3e-06;0.001013
3e-06;0.000699
4e-06;0.001043
3e-06;0.000962
3e-06;0.001159
4e-06;0.001211
3e-06;0.000834
3e-06;0.00082
3e-06;0.001206
4e-06;0.001399
3e-06;0.001153
1.4e-05;0.001515
3e-06;0.001288
4e-06;0.001497
4e-06;0.001577
3e-06;0.001077
5e-06;0.001177
3e-06;0.001214
4e-06;0.001316
5e-06;0.001695
1.1e-05;0.001707
3e-06;0.001238
3e-06;0.001295
3e-06;0.001465
3e-06;0.001352
4e-06;0.001456
5e-06;0.001791
3e-06;0.001454
3e-06;0.002092
4e-06;0.001946
8e-06;0.002474
5e-06;0.002244
3e-06;0.001756
3e-06;0.002329
5e-06;0.002222
3e-06;0.00189
3e-06;0.002639
4e-06;0.001982
4e-06;0.003049
5e-06;0.002227
3e-06;0.002668
4e-06;0.002671
5e-06;0.002891
5e-06;0.002244
4e-06;0.002212
3e-06;0.002083
3e-06;0.002162
3e-06;0.002428
3e-06;0.002232
3e-06;0.002244
3e-06;0.002321
3e-06;0.002365
2e-06;0.002423
2e-06;0.002457
3e-06;0.002548
3e-06;0.002624
2e-06;0.002579
3e-06;0.002636
2e-06;0.002697
3e-06;0.002734
3e-06;0.002844
3e-06;0.002822
4e-06;0.002893
3e-06;0.003036
3e-06;0.002971
4e-06;0.003022
3e-06;0.003996
5e-06;0.00316
3e-06;0.003161
3e-06;0.003295
3e-06;0.00335
4e-06;0.003414
3e-06;0.003397
3e-06;0.003465
3e-06;0.003499
4e-06;0.003556
3e-06;0.003603
3e-06;0.003622
4e-06;0.003718
3e-06;0.003739
3e-06;0.003799
5e-06;0.003848
3e-06;0.003905
4e-06;0.003961
3e-06;0.003983
3e-06;0.004092
3e-06;0.004085
3e-06;0.004313
4e-06;0.004435
4e-06;0.005228
6e-06;0.006327
6e-06;0.007057
3e-06;0.004703
4e-06;0.004546
3e-06;0.004605
4e-06;0.004642
4e-06;0.004692
3e-06;0.004871
4e-06;0.004804
4e-06;0.006621
3e-06;0.004945
3e-06;0.005009
3e-06;0.005063
3e-06;0.005148
3e-06;0.005216
3e-06;0.005296
3e-06;0.005374
3e-06;0.005421
3e-06;0.005787
4e-06;0.005649
5e-06;0.009615
5e-06;0.007233
4e-06;0.008016
3e-06;0.005774
3e-06;0.005871
5e-06;0.005956
3e-06;0.005981
4e-06;0.006021
3e-06;0.006096
4e-06;0.006195
5e-06;0.008713
3e-06;0.006329
5e-06;0.00986
5e-06;0.009388
4e-06;0.006549
5e-06;0.006616
3e-06;0.006707
4e-06;0.006893
4e-06;0.006865
3e-06;0.006935
3e-06;0.007196
3e-06;0.007537
4e-06;0.007506
