100;0.0065050000000000000001921748350730556609278210089541971683502197265625
600;0.04074300000000000000050480453150925086447387002408504486083984375
1000;0.0908020000000000000021124595128707568392201210372149944305419921875
1200;0.15592099999999999999900600344826528953490196727216243743896484375
1400;0.22188700000000000000436976843598557707082363776862621307373046875
1600;0.299126999999999999987031207293597390162176452577114105224609375
1800;0.38676600000000000001009088645975708686819416470825672149658203125
2000;0.5017250000000000000250667542278648625142523087561130523681640625
2200;0.621606000000000000010012823903338130548945628106594085693359375
2400;0.761622999999999999976539599710889660855173133313655853271484375
2600;0.900077000000000000006807054919732991038472391664981842041015625
2800;1.021919000000000000006987466161234578976291231811046600341796875
3000;1.187315999999999999972750963639356314160977490246295928955078125
3200;1.427456000000000000023370194668359545175917446613311767578125
3400;1.53663000000000000001658395643033827582257799804210662841796875
3600;1.694696000000000000030968283493137960249441675841808319091796875
3800;1.86473199999999999999962529972918900966760702431201934814453125
4000;2.13363999999999999989362675645310218897066079080104827880859375
4200;2.31607000000000000003962108419131027403636835515499114990234375
4400;2.5431009999999999999890920587830578369903378188610076904296875
4600;2.7509580000000000000841271496909712368506006896495819091796875
4800;3.000131000000000000040023540037736893282271921634674072265625
5000;3.244282000000000000007605027718682322301901876926422119140625
5200;3.506620000000000000016375789613221058971248567104339599609375
5400;3.79043000000000000000895117313604032460716553032398223876953125
5600;4.069748000000000000102307051719208175200037658214569091796875
5800;4.3697830000000000001507405311684806292760185897350311279296875
6000;4.6834839999999999999615030166211226969608105719089508056640625
6200;4.9803129999999999999275857032188241646508686244487762451171875
6400;5.3342339999999999998470112672066534287296235561370849609375
6600;5.63522699999999999997957189634689711965620517730712890625
6800;6.1659650000000000001111610803405937986099161207675933837890625
7000;6.4145530000000000000505429031960602515027858316898345947265625
7200;6.7184619999999999999384936444357663276605308055877685546875
7400;7.097225999999999999923172566695939167402684688568115234375
7600;7.4862009999999999999321931287710185642936266958713531494140625
7800;7.8657359999999999999008293283253578920266591012477874755859375
8000;8.495668000000000000086763929374455983634106814861297607421875
8200;8.88491299999999999993660626529390356154181063175201416015625
8400;10.176170000000000000206501482580279116518795490264892578125
8600;11.01696600000000000017796875084741259342990815639495849609375
8800;10.643628999999999999725996957522511365823447704315185546875
9000;11.336068999999999999672706252340503851883113384246826171875
9200;11.268351000000000000124400489909248790354467928409576416015625
9400;11.91821999999999999973743225467615047818981111049652099609375
9600;12.790311999999999999742816836345582487410865724086761474609375
9800;12.841752000000000000223820961764431558549404144287109375
10000;13.280455000000000000300037772404948555049486458301544189453125
12000;13.78137500000000000011102230246251565404236316680908203125
14000;14.537696000000000000340616423954998026601970195770263671875
16000;15.230634999999999999731326028040712117217481136322021484375
18000;15.99657800000000000030520030946945553296245634555816650390625
20000;17.4780440000000000001778577285449500777758657932281494140625
22000;19.0204639999999999995516919426563617889769375324249267578125
24000;21.08982200000000000079947160003257522475905716419219970703125
26000;21.81665500000000000070665695517391213797964155673980712890625
28000;23.59073799999999999921218574172598891891539096832275390625
30000;23.98545499999999999936328709537747272406704723834991455078125
32000;25.26090200000000000023214763444912023260258138179779052734375
34000;27.90604400000000000041378012127779584261588752269744873046875
36000;29.79698800000000000025301982731207317556254565715789794921875
38000;31.3451819999999999992457144770696686464361846446990966796875
40000;33.8698970000000000001028066520802894956432282924652099609375
42000;34.8729470000000000007300826609935029409825801849365234375
44000;37.258276999999999999635402758713098592124879360198974609375
46000;41.438562000000000000443645120640212553553283214569091796875
48000;44.54440399999999999902655645200866274535655975341796875
50000;55.3031919999999999996986854711167325149290263652801513671875
52000;51.7043090000000000010238476733093193615786731243133544921875
54000;55.6187800000000000001654232306691483245231211185455322265625
56000;56.1505769999999999990414334405386398429982364177703857421875
58000;59.0636430000000000016535661728767081513069570064544677734375
60000;62.87559499999999999830802011047126143239438533782958984375
62000;69.889856000000000001148858785882111988030374050140380859375
64000;134.0605360000000000064712679659351124428212642669677734375
66000;176.5381869999999999987227994324712199158966541290283203125
68000;273.3374499999999999999555910790149937383830547332763671875
70000;296.972667000000000003812061777352937497198581695556640625
72000;297.2591549999999999964739316737905028276145458221435546875
74000;282.232341999999999992976285057011409662663936614990234375
76000;128.6910199999999999953548268649683450348675251007080078125
78000;97.218538000000000003086864097667785244993865489959716796875
80000;116.538628000000000002611688643128218245692551136016845703125
82000;115.30121599999999999763833358201736700721085071563720703125
84000;137.7879629999999999967474906270581413991749286651611328125
86000;119.559049999999999998323563232816013623960316181182861328125
88000;118.88962499999999999911182158029987476766109466552734375
90000;129.33449299999999999866151512151191127486526966094970703125
92000;137.14538099999999999634159308925518416799604892730712890625
94000;140.18226199999999999346034229574797791428864002227783203125
96000;162.6559419999999999972839503925570170395076274871826171875
98000;166.51658800000000000551825252159687806852161884307861328125
